Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,116.419998,116.800003,113.709999,114.480003,113.834061,770800
2021-01-05,114.150002,115.889999,113.800003,114.699997,114.052818,686400
2021-01-06,115.809998,120.300003,115.809998,117.309998,116.648087,942800
2021-01-07,118.459999,121.010002,117.809998,120.400002,119.720657,839500
2021-01-08,120.349998,121.330002,118.089996,119.980003,119.303024,530100
2021-01-11,118.510002,120.989998,118.410004,120.330002,119.651054,509100
2021-01-12,120.269997,121.300003,119.269997,119.879997,119.203583,684500
2021-01-13,119.430000,120.029999,116.970001,117.010002,116.349785,435600
2021-01-14,117.360001,117.690002,115.699997,116.279999,115.623894,556600
2021-01-15,115.300003,115.550003,113.059998,114.410004,113.764450,504300
2021-01-19,114.930000,116.430000,114.610001,114.709999,114.062759,377800
2021-01-20,115.050003,115.070000,113.169998,114.190002,113.545692,718300
2021-01-21,114.169998,116.000000,113.750000,115.040001,114.390900,928100
2021-01-22,114.250000,114.459999,112.269997,113.610001,112.968964,582000
2021-01-25,112.800003,112.919998,111.120003,112.089996,111.457535,615800
2021-01-26,112.769997,113.540001,110.519997,111.260002,110.632233,551700
2021-01-27,109.949997,113.680000,108.169998,112.150002,111.517204,855400
2021-01-28,113.160004,114.839996,110.110001,110.480003,109.856628,1184700
2021-01-29,109.190002,109.370003,106.610001,107.010002,106.406204,772500
2021-02-01,108.089996,110.779999,108.089996,110.320000,109.697525,565800
2021-02-02,110.779999,112.120003,109.860001,110.889999,110.264313,648400
2021-02-03,110.470001,111.879997,110.019997,111.430000,110.801270,425400
2021-02-04,111.559998,113.300003,111.019997,111.870003,111.238785,428300
2021-02-05,112.349998,114.470001,112.349998,113.790001,113.147949,1395700
2021-02-08,114.860001,117.190002,113.730003,117.029999,116.369667,682100
2021-02-09,116.559998,117.330002,116.029999,116.720001,116.061424,447500
2021-02-10,117.680000,118.570000,115.970001,117.910004,117.244705,448100
2021-02-11,118.129997,119.489998,117.800003,119.110001,118.437935,522300
2021-02-12,118.440002,120.610001,117.360001,118.260002,117.592735,668800
2021-02-16,116.940002,117.769997,109.580002,109.809998,109.190407,1336300
2021-02-17,108.889999,110.250000,108.250000,109.300003,108.683281,838700
2021-02-18,108.870003,110.199997,108.070000,108.309998,107.698868,713700
2021-02-19,108.360001,109.330002,107.580002,109.059998,108.444633,914000
2021-02-22,108.419998,109.260002,106.519997,108.989998,108.375031,620500
2021-02-23,109.019997,109.620003,106.849998,108.790001,108.176163,496200
2021-02-24,108.620003,110.800003,108.010002,109.330002,108.713112,569800
2021-02-25,108.860001,109.989998,107.059998,107.589996,106.982933,574300
2021-02-26,107.599998,109.540001,106.919998,108.779999,108.166214,1288600
2021-03-01,109.750000,113.050003,108.000000,111.699997,111.069740,928200
2021-03-02,112.389999,114.050003,111.000000,112.790001,112.153587,763400
2021-03-03,112.139999,113.570000,111.470001,112.150002,111.517204,894800
2021-03-04,111.570000,111.620003,107.750000,110.400002,109.777077,1101500
2021-03-05,111.620003,113.870003,110.680000,113.309998,112.670662,1082800
2021-03-08,114.290001,119.529999,113.489998,116.489998,115.832718,1233900
2021-03-09,116.269997,117.139999,114.190002,114.440002,113.794281,721900
2021-03-10,114.370003,116.470001,113.930000,115.949997,115.295761,636700
2021-03-11,116.330002,116.559998,114.669998,115.000000,114.351128,527700
2021-03-12,116.290001,117.300003,115.599998,117.290001,116.628204,437700
2021-03-15,116.519997,118.160004,116.419998,118.129997,117.463455,1375100
2021-03-16,118.900002,122.739998,118.519997,121.330002,121.014198,859800
2021-03-17,121.190002,123.559998,121.029999,122.559998,122.240990,1109500
2021-03-18,121.900002,123.419998,121.529999,121.980003,121.662506,678400
2021-03-19,121.739998,121.739998,119.720001,119.919998,119.607864,1024600
2021-03-22,119.379997,120.940002,118.230003,120.449997,120.136482,719400
2021-03-23,119.379997,121.070000,119.019997,119.290001,118.979507,612300
2021-03-24,120.430000,123.309998,119.849998,121.650002,121.333359,1272800
2021-03-25,122.040001,123.680000,120.519997,123.480003,123.158600,718400
2021-03-26,124.559998,126.820000,123.750000,126.750000,126.420082,471000
2021-03-29,126.739998,128.410004,125.699997,126.279999,125.951309,812800
2021-03-30,125.830002,126.300003,124.440002,125.290001,124.963890,578300
2021-03-31,124.750000,126.650002,124.089996,125.620003,125.293030,592900
2021-04-01,125.849998,128.000000,124.620003,127.750000,127.417480,735800
2021-04-05,128.949997,130.059998,128.449997,130.029999,129.691544,631400
2021-04-06,133.630005,134.440002,131.009995,131.500000,131.157715,1515400
2021-04-07,130.750000,131.929993,129.690002,131.360001,131.018082,534700
2021-04-08,131.229996,131.529999,129.539993,130.850006,130.509415,544400
2021-04-09,131.770004,132.779999,130.679993,131.690002,131.347229,558500
2021-04-12,132.160004,132.429993,130.889999,131.610001,131.267441,478000
2021-04-13,130.669998,130.820007,128.940002,129.339996,129.003342,490900
2021-04-14,129.369995,131.220001,129.309998,130.240005,129.901001,310900
2021-04-15,130.100006,130.860001,129.479996,130.529999,130.190247,559400
2021-04-16,132.000000,133.130005,131.550003,133.009995,132.663788,636100
2021-04-19,133.220001,133.369995,131.899994,132.339996,131.995529,488300
2021-04-20,132.699997,133.300003,131.550003,132.449997,132.105240,675600
2021-04-21,132.690002,134.830002,132.570007,133.089996,132.743576,700600
2021-04-22,134.660004,139.729996,134.660004,135.490005,135.137344,1119300
2021-04-23,134.779999,138.830002,134.300003,138.350006,137.989899,938100
2021-04-26,139.259995,140.210007,135.649994,136.250000,135.895355,932800
2021-04-27,136.289993,138.630005,135.000000,137.649994,137.291702,817100
2021-04-28,137.830002,137.830002,135.979996,136.500000,136.144714,519000
2021-04-29,137.270004,138.229996,136.740005,137.220001,136.862839,840300
2021-04-30,136.279999,136.529999,133.929993,134.380005,134.030228,893200
2021-05-03,135.809998,137.130005,135.179993,136.070007,135.715836,985500
2021-05-04,135.639999,137.770004,135.619995,137.410004,137.052338,917600
2021-05-05,137.720001,137.720001,134.779999,136.240005,135.885391,917200
2021-05-06,136.649994,140.300003,136.309998,140.160004,139.795181,799100
2021-05-07,140.110001,142.199997,139.899994,141.250000,140.882339,674800
2021-05-10,141.960007,144.759995,141.960007,142.550003,142.178970,872700
2021-05-11,141.649994,142.029999,139.070007,139.740005,139.376282,605100
2021-05-12,139.550003,139.649994,134.919998,135.389999,135.037598,796200
2021-05-13,135.800003,139.990005,135.589996,139.210007,138.847656,660200
2021-05-14,139.589996,141.429993,139.500000,140.250000,139.884949,500500
2021-05-17,139.529999,140.279999,138.619995,138.929993,138.568375,360900
2021-05-18,138.979996,139.399994,137.110001,137.190002,136.832916,506500
2021-05-19,135.529999,137.990005,135.389999,137.660004,137.301697,549200
2021-05-20,138.240005,138.679993,137.190002,137.630005,137.271774,427500
2021-05-21,138.240005,139.490005,136.960007,137.509995,137.152069,471900
2021-05-24,138.000000,138.899994,137.330002,138.729996,138.368896,660100
2021-05-25,138.800003,140.130005,138.250000,139.240005,138.877579,640100
2021-05-26,138.970001,139.929993,138.639999,139.070007,138.708023,410600
2021-05-27,139.919998,140.520004,139.009995,140.179993,139.815125,813300
2021-05-28,140.149994,141.229996,140.119995,140.479996,140.114349,450700
2021-06-01,141.660004,142.850006,139.190002,139.360001,138.997269,630000
2021-06-02,139.520004,139.520004,137.820007,138.339996,137.979919,692000
2021-06-03,137.460007,138.490005,136.979996,137.940002,137.580963,718400
2021-06-04,138.940002,139.410004,138.169998,138.830002,138.468643,432400
2021-06-07,139.190002,139.190002,137.690002,138.000000,137.640808,388600
2021-06-08,138.169998,139.649994,137.289993,139.000000,138.638199,574700
2021-06-09,138.869995,139.350006,138.059998,138.089996,137.730560,570100
2021-06-10,138.830002,139.630005,137.440002,138.660004,138.299088,791900
2021-06-11,139.210007,139.619995,137.889999,138.699997,138.338974,601600
2021-06-14,138.720001,138.720001,137.059998,138.309998,137.949997,609800
2021-06-15,138.059998,138.759995,136.960007,138.500000,138.500000,724900
2021-06-16,138.729996,139.360001,137.800003,139.130005,139.130005,878300
2021-06-17,138.820007,139.210007,134.860001,136.559998,136.559998,662500
2021-06-18,134.679993,135.669998,133.800003,134.649994,134.649994,885700
2021-06-21,136.039993,138.080002,135.970001,137.770004,137.770004,1017300
2021-06-22,138.160004,139.059998,137.029999,138.690002,138.690002,589600
2021-06-23,139.039993,139.250000,137.699997,138.149994,138.149994,910500
2021-06-24,139.259995,139.259995,137.229996,138.720001,138.720001,621500
2021-06-25,139.250000,140.220001,138.199997,138.850006,138.850006,785200
2021-06-28,139.309998,139.770004,138.089996,139.330002,139.330002,401300
2021-06-29,140.070007,140.970001,139.100006,139.190002,139.190002,395200
2021-06-30,138.630005,139.580002,138.630005,139.300003,139.300003,509800
2021-07-01,140.179993,140.919998,139.779999,140.210007,140.210007,430100
2021-07-02,140.139999,140.729996,139.339996,140.039993,140.039993,362400
2021-07-06,139.440002,140.529999,136.679993,138.559998,138.559998,379700
2021-07-07,137.779999,140.119995,137.779999,140.020004,140.020004,516500
2021-07-08,138.220001,138.660004,136.789993,137.520004,137.520004,441000
2021-07-09,139.490005,140.059998,138.089996,138.270004,138.270004,853400
2021-07-12,137.960007,138.610001,137.279999,138.119995,138.119995,506900
2021-07-13,137.619995,137.949997,134.020004,134.039993,134.039993,780200
2021-07-14,134.539993,136.559998,134.020004,135.869995,135.869995,758500
2021-07-15,135.100006,137.520004,135.029999,137.320007,137.320007,1088400
2021-07-16,138.190002,138.910004,137.910004,138.500000,138.500000,1083200
2021-07-19,136.000000,136.929993,134.710007,135.910004,135.910004,1012800
2021-07-20,136.660004,142.250000,136.470001,141.350006,141.350006,1070500
2021-07-21,140.500000,141.339996,137.949997,140.470001,140.470001,1212500
2021-07-22,139.389999,139.990005,134.729996,135.970001,135.970001,1260700
2021-07-23,137.869995,139.639999,137.089996,139.179993,139.179993,710200
2021-07-26,139.020004,140.130005,137.949997,138.050003,138.050003,1442400
2021-07-27,136.929993,138.619995,135.240005,136.699997,136.699997,676900
2021-07-28,136.809998,137.509995,135.539993,135.589996,135.589996,702900
2021-07-29,136.630005,137.830002,135.309998,135.500000,135.500000,576900
2021-07-30,135.289993,137.070007,135.289993,136.600006,136.600006,571800
2021-08-02,137.050003,138.570007,135.699997,135.869995,135.869995,747500
2021-08-03,136.479996,137.899994,135.279999,137.809998,137.809998,424600
2021-08-04,136.729996,137.779999,135.440002,135.470001,135.470001,564000
2021-08-05,136.309998,137.360001,135.059998,137.300003,137.300003,612400
2021-08-06,138.240005,139.059998,137.139999,137.539993,137.539993,487400
2021-08-09,136.929993,137.419998,135.279999,136.360001,136.360001,439600
2021-08-10,136.210007,138.020004,136.149994,136.479996,136.479996,447400
2021-08-11,136.649994,137.809998,136.210007,137.169998,137.169998,364300
2021-08-12,137.339996,138.009995,136.800003,137.100006,137.100006,346000
2021-08-13,136.889999,138.240005,136.820007,138.009995,138.009995,370300
2021-08-16,138.089996,140.259995,136.860001,139.970001,139.970001,427000
2021-08-17,139.380005,140.149994,138.119995,140.089996,140.089996,903800
2021-08-18,139.679993,142.259995,139.679993,139.960007,139.960007,822000
2021-08-19,138.509995,140.750000,138.350006,140.220001,140.220001,431800
2021-08-20,140.309998,140.550003,138.479996,138.580002,138.580002,657500
2021-08-23,139.339996,139.729996,138.660004,139.089996,139.089996,1083600
2021-08-24,139.550003,140.500000,139.070007,140.399994,140.399994,546000
2021-08-25,140.820007,141.839996,140.009995,141.139999,141.139999,395200
2021-08-26,141.160004,141.199997,139.479996,140.039993,140.039993,589900
2021-08-27,140.919998,142.160004,140.919998,141.490005,141.490005,355200
2021-08-30,141.940002,143.850006,141.169998,143.080002,143.080002,658500
2021-08-31,143.000000,144.740005,142.899994,143.990005,143.990005,1046700
2021-09-01,144.850006,145.289993,143.820007,144.550003,144.550003,529800
2021-09-02,145.130005,147.860001,144.889999,147.710007,147.710007,575100
2021-09-03,147.279999,148.699997,146.800003,148.130005,148.130005,1141500
2021-09-07,147.779999,148.029999,142.649994,143.149994,143.149994,1496500
2021-09-08,142.679993,145.029999,141.270004,144.850006,144.850006,844700
2021-09-09,145.039993,145.619995,142.860001,143.279999,143.279999,1017300
2021-09-10,147.490005,148.330002,144.399994,144.559998,144.559998,1018300
