Sleep_Current,Motor_Peak_Current,Failure_Mode
0.000406689,0.45316596,SLEEP CURRENT Error
0.00041328,0.468653467,SLEEP CURRENT Error
0.000408986,0.449245285,SLEEP CURRENT Error
0.0000849,0.466526644,SLEEP CURRENT Error
0.000104969,0.460123803,SLEEP CURRENT Error
0.000115355,0.437350967,SLEEP CURRENT Error
0.000115854,0.448447971,SLEEP CURRENT Error
0.000603709,0.422994501,SLEEP CURRENT Error
0.000134927,0.458788606,SLEEP CURRENT Error
0.0000763,0.468768153,SLEEP CURRENT Error
0.000108564,0.463517924,SLEEP CURRENT Error
0.0000808,0.454967791,SLEEP CURRENT Error
0.000127188,0.466370816,SLEEP CURRENT Error
0.000608951,0.448333582,SLEEP CURRENT Error
0.000608652,0.455074052,SLEEP CURRENT Error
0.000603459,0.469801039,SLEEP CURRENT Error
0.000130982,0.459209853,SLEEP CURRENT Error
0.0000872,0.47270615,SLEEP CURRENT Error
0.0000873,0.444738,SLEEP CURRENT Error
0.0000911,0.444729815,SLEEP CURRENT Error
0.0000897,0.462064193,SLEEP CURRENT Error
0.0000283,0.453432676,TOGGLE_SW_OFF Error
2.70304E-05,0.463096025,UNLOCK POSITION CONFIRMATION Error
2.22372E-05,0.448571997,UNLOCK POSITION CONFIRMATION Error
2.728E-05,0.467666321,UNLOCK POSITION CONFIRMATION Error
2.3785E-05,0.467739417,UNLOCK POSITION CONFIRMATION Error
2.3785E-05,0.465856051,UNLOCK POSITION CONFIRMATION Error
2.45839E-05,0.483187239,UNLOCK POSITION CONFIRMATION Error
2.44341E-05,0.494624718,UNLOCK POSITION CONFIRMATION Error
2.36352E-05,0.458699032,UNLOCK POSITION CONFIRMATION Error
2.36352E-05,0.458699032,UNLOCK POSITION CONFIRMATION Error
2.2387E-05,0.491804129,UNLOCK POSITION CONFIRMATION Error
2.33356E-05,0.476570152,UNLOCK POSITION CONFIRMATION Error
2.89277E-05,0.463351162,UNLOCK POSITION CONFIRMATION Error
2.85782E-05,0.456717452,UNLOCK POSITION CONFIRMATION Error
2.45839E-05,0.476898534,UNLOCK POSITION CONFIRMATION Error
2.49334E-05,0.480873729,UNLOCK POSITION CONFIRMATION Error
2.49334E-05,0.480873729,UNLOCK POSITION CONFIRMATION Error
2.75796E-05,0.439683143,UNLOCK POSITION CONFIRMATION Error
2.63314E-05,0.484355825,UNLOCK POSITION CONFIRMATION Error
2.34355E-05,0.445822675,UNLOCK POSITION CONFIRMATION Error
2.46338E-05,0.469476398,UNLOCK POSITION CONFIRMATION Error
2.46338E-05,0.469476398,UNLOCK POSITION CONFIRMATION Error
2.78292E-05,0.481445416,UNLOCK POSITION CONFIRMATION Error
2.728E-05,0.447469563,UNLOCK POSITION CONFIRMATION Error
2.728E-05,0.447469563,UNLOCK POSITION CONFIRMATION Error
2.49334E-05,0.464839448,UNLOCK POSITION CONFIRMATION Error
2.34355E-05,0.491297499,UNLOCK POSITION CONFIRMATION Error
2.61317E-05,0.450438587,UNLOCK POSITION CONFIRMATION Error
2.60318E-05,0.434017109,UNLOCK POSITION CONFIRMATION Error
2.63314E-05,0.456618792,UNLOCK POSITION CONFIRMATION Error
2.90275E-05,0.471611806,UNLOCK POSITION CONFIRMATION Error
2.51331E-05,0.466086568,UNLOCK POSITION CONFIRMATION Error
2.56324E-05,0.473211631,UNLOCK POSITION CONFIRMATION Error
2.88778E-05,0.456652048,UNLOCK POSITION CONFIRMATION Error
2.42843E-05,0.46245903,UNLOCK POSITION CONFIRMATION Error
2.49833E-05,0.481462841,UNLOCK POSITION CONFIRMATION Error
2.44341E-05,0.476683342,UNLOCK POSITION CONFIRMATION Error
2.75297E-05,0.483686427,UNLOCK POSITION CONFIRMATION Error
2.82287E-05,0.448065065,UNLOCK POSITION CONFIRMATION Error
2.48834E-05,0.479326833,UNLOCK POSITION CONFIRMATION Error
2.98763E-05,0.454913021,UNLOCK POSITION CONFIRMATION Error
2.90775E-05,0.470106549,UNLOCK POSITION CONFIRMATION Error
2.89776E-05,0.458405713,UNLOCK POSITION CONFIRMATION Error
2.46338E-05,0.436744693,UNLOCK POSITION CONFIRMATION Error
2.51331E-05,0.47850455,UNLOCK POSITION CONFIRMATION Error
2.43842E-05,0.46928472,UNLOCK POSITION CONFIRMATION Error
2.3785E-05,0.488809039,UNLOCK POSITION CONFIRMATION Error
2.75796E-05,0.464144532,UNLOCK POSITION CONFIRMATION Error
2.80789E-05,0.469016901,UNLOCK POSITION CONFIRMATION Error
2.728E-05,0.476373082,UNLOCK POSITION CONFIRMATION Error
2.62315E-05,0.447359568,UNLOCK POSITION CONFIRMATION Error
2.92273E-05,0.464400518,UNLOCK POSITION CONFIRMATION Error
2.92273E-05,0.464400518,UNLOCK POSITION CONFIRMATION Error
3.06253E-05,0.457655516,UNLOCK POSITION CONFIRMATION Error
2.39847E-05,0.489916264,UNLOCK POSITION CONFIRMATION Error
2.47836E-05,0.471945632,UNLOCK POSITION CONFIRMATION Error
2.38349E-05,0.506787066,UNLOCK POSITION CONFIRMATION Error
2.47836E-05,0.476440337,UNLOCK POSITION CONFIRMATION Error
2.57322E-05,0.453617063,UNLOCK POSITION CONFIRMATION Error
2.81288E-05,0.457308211,UNLOCK POSITION CONFIRMATION Error
2.74298E-05,0.504498771,UNLOCK POSITION CONFIRMATION Error
2.733E-05,0.470675838,UNLOCK POSITION CONFIRMATION Error
2.61816E-05,0.447307094,UNLOCK POSITION CONFIRMATION Error
2.50332E-05,0.455343207,UNLOCK POSITION CONFIRMATION Error
2.74298E-05,0.458286918,UNLOCK POSITION CONFIRMATION Error
2.74298E-05,0.458286918,UNLOCK POSITION CONFIRMATION Error
2.74298E-05,0.458286918,UNLOCK POSITION CONFIRMATION Error
2.68806E-05,0.498253454,UNLOCK POSITION CONFIRMATION Error
2.69305E-05,0.506517899,UNLOCK POSITION CONFIRMATION Error
2.62815E-05,0.443152256,UNLOCK POSITION CONFIRMATION Error
2.46338E-05,0.454145211,UNLOCK POSITION CONFIRMATION Error
2.54826E-05,0.482951722,UNLOCK POSITION CONFIRMATION Error
2.47836E-05,0.470644682,UNLOCK POSITION CONFIRMATION Error
2.56324E-05,0.475316135,UNLOCK POSITION CONFIRMATION Error
2.49334E-05,0.466789769,UNLOCK POSITION CONFIRMATION Error
2.52829E-05,0.483093521,UNLOCK POSITION CONFIRMATION Error
2.82287E-05,0.479779535,UNLOCK POSITION CONFIRMATION Error
2.60817E-05,0.450568074,UNLOCK POSITION CONFIRMATION Error
2.38849E-05,0.467012501,UNLOCK POSITION CONFIRMATION Error
2.53827E-05,0.481369975,UNLOCK POSITION CONFIRMATION Error
