SEGMENT1,DESCRIPTION,INVENTORY_ITEM_STATUS_CODE,MODEL,CATALOG,FUNCION,PACKAGING,OUTSIDEDESIGNDSG,OUTSIDEFINISHFIN,INSIDEDESIGNDSG,INSIDEFINISHFIN,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ESCUTCHEONOUTSIDEDESIGNDSG,ROSEOUTSIDEFINISHFIN,ROSEINSIDEDESIGNDSG,ESCUTCHEONINSIDEDESIGNDSG,ROSEINSIDEFINISHFIN,HANDING,LATCH,LATCHFINISHFIN,STRIKE,STRIKEFINISHFIN,DOORTHICKNESS,PLANNER_CODE
043156464982,LOCK.F40.MER.622.CAM..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,622,,,CAM.,CAM.,CAM.,,,,,,,16-080,,10-027,,134,F40BLD
043156009008,LOCK.F40.MER.622.CAM..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,622,,,CAM.,CAM.,CAM.,,,,,,,16-210,,10-063,,134,F40BLDT
043156481453,LOCK.F40.MER.622.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,622,,,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F40BLD
043156659692,LOCK.F40.MER.622.CEN..16-210.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,622,,,CEN.,CEN.,CEN.,,,,,,,16-210,,10-026,,134,F40BLDT
043156667499,LOCK.F40.MER.622.CEN..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,622,,,CEN.,CEN.,CEN.,,,,,,,16-210,,10-063,,134,F40BLDT
043156651153,LOCK.F40.MER.622.CEN..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,622,,,CEN.,CEN.,CEN.,,,,,,RH,16-080,,10-027,,134,F40BLD
043156484539,LOCK.F40.MER.622.GRW..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,622,,,GRW.,GRW.,GRW.,,,,,,,16-080,,10-027,,134,F40BLD
043156728497,LOCK.F40.MER.622.GSN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,622,,,GSN.,GSN.,GSN.,,,,,,,16-080,,10-027,,134,F40BLD
043156472567,LOCK.F40.MER.625.16-080.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,MER,625,,,,,,,,,,,,16-080,,10-063,,134,F40BL
043156724352,LOCK.F40.PLY.622.GRW..16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,622,,,GRW.,GRW.,GRW.,,,,,,,16-210,,10-027,,134,F40BKRDT
043156048625,LOCK.F40.PLY.622.GRW..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,622,,,GRW.,GRW.,GRW.,,,,,,,16-210,,10-063,,134,F40BKRDT
043156559336,LOCK.F40.PLY.622.WKF..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,622,,,WKF.,WKF.,WKF.,,,,,,,16-080,,10-027,,134,F40BKRD
S00030496767,LOCK.F40.PLY.625.16-080.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,,,,,,,,,,,16-080,,10-063,,134,F40BKSP
S00020750930,LOCK.F40.PLY.625.16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,,,,,,,,,,,16-200,,10-001,,134,F40BKSP
S00022182401,LOCK.F40.PLY.625.16-210.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,,,,,,,,,,,16-210,,10-026,,134,F40BKSTP
S00022678751,LOCK.F40.PLY.625.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,,,,,,,,,,,16-210,,10-027,,134,F40BKSTP
S00030001985,LOCK.F40.PLY.625.605.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,605,,,,,,,,,,16-080,,10-027,,134,F40BKSP
S00030664142,LOCK.F40.PLY.625.716.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,716,,,,,,,,,,16-080,,10-027,,134,F40BKSP
043156432257,LOCK.F40.PLY.625.ADD..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BKSD
043156400430,LOCK.F40.PLY.625.ADD..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,,ADD.,ADD.,ADD.,,,,,,,16-210,,10-063,,134,F40BKSDT
043156402595,LOCK.F40.PLY.625.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F40BKSD
043156445776,LOCK.F40.PLY.625.GRW..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,625,,,GRW.,GRW.,GRW.,,,,,,,16-080,,10-027,,134,F40BKSD
S00030247734,LOCK.F40.PLY.626.16-080.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,,,,,,,,,,,,16-080,,10-025,,134,F40BKSP
S00030247024,LOCK.F40.PLY.626.16-080.10-058.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,,,,,,,,,,,,16-080,,10-058,,134,F40BKSP
S00030138605,LOCK.F40.PLY.626.16-080.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,,,,,,,,,,,,16-080,,10-063,,134,F40BKSP
043156507528,LOCK.F40.PLY.626.16-080.LLL.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,,,,,,,,,,,,16-080,,LLL,,134,F40BKSP
S00022005830,LOCK.F40.PLY.626.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,,,,,,,,,,,,16-210,,10-027,,134,F40BKSTP
S00030628632,LOCK.F40.PLY.626.605.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,,605,,,,,,,,,,16-080,,10-027,,134,F40BKSP
S00030125308,LOCK.F40.PLY.626.625.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,,625,,,,,,,,,,16-080,,10-027,,134,F40BKSP
S00030045514,LOCK.F40.PLY.626.716.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,,716,,,,,,,,,,16-080,,10-027,,134,F40BKSP
043156516551,LOCK.F40.PLY.626.BRW.16-080.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,BRW,,,,,,,,,,,16-080,,10-025,,134,F40BLP
043156530458,LOCK.F40.PLY.626.BRW.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,BRW,,,,,,,,,,,16-080,,10-027,,134,F40BLP
043156724857,LOCK.F40.PLY.626.ELA.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,626,ELA,,,,,,,,,,,16-080,,10-027,,134,F40BLP
043156618002,LOCK.F40.VLA.716.619.ADD..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,619,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BLD
043156607914,LOCK.F40.VLA.716.625.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,625,,,,,,,,,,16-080,,10-027,,134,F40BL
043156615612,LOCK.F40.VLA.716.625.ADD..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,625,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BLD
043156049066,LOCK.F40.VLA.716.ADD..16-080.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,ADD.,ADD.,ADD.,,,,,,,16-080,,10-025,,134,F40BLD
043156545469,LOCK.F40.VLA.716.ADD..16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,ADD.,ADD.,ADD.,,,,,,,16-200,,10-026,,134,F40BLD
043156565597,LOCK.F40.VLA.716.ADD..16-200.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,ADD.,ADD.,ADD.,,,,,,,16-200,,10-027,,134,F40BLD
043156474417,LOCK.F40.VLA.716.ADD..16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,ADD.,ADD.,ADD.,,,,,,,16-210,,10-027,,134,F40BLDT
043156388431,LOCK.F40.VLA.716.ADD..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,ADD.,ADD.,ADD.,,,,,,,16-210,,10-063,,134,F40BLDT
043156564903,LOCK.F40.VLA.716.AND..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,AND.,AND.,AND.,,,,,,,16-080,,10-027,,134,F40BL
043156456109,LOCK.F40.VLA.716.CAM..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,CAM.,CAM.,CAM.,,,,,,,16-080,,10-027,,134,F40BLD
043156525218,LOCK.F40.VLA.716.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F40BLD
043156037254,LOCK.F40.VLA.716.GSN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,VLA,716,,,GSN.,GSN.,GSN.,,,,,,,16-080,,10-027,,134,F40BLD
043156088805,LOCK.F10.ACC.605.LAT.619.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,ACC,605,LAT,619,,,,,,,,,RH,16-080,,10-027,,134,F10BLT
043156088812,LOCK.F51A.AND.613.FLA.RH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,613,FLA,,,,,,,,,,RH,16-086,,10-027,,134,F51BKRU
043156088829,LOCK.F51A.AND.619.716.ADD..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,619,,716,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BKRD
043156088836,LOCK.F51A.PLY.622.626.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,622,,626,,,,,,,,,,16-086,,10-027,,134,F51BKRU
043156088843,LOCK.F40.AND.625.716.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,716,,,,,,,,,,16-080,,10-027,,134,F40BKRP
043156088850,LOCK.F40.FLA.605.SIE.619.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,605,SIE,619,,,,,,,,,LH,16-080,,10-027,,134,F40BL
043156088867,LOCK.F10.ACC.619.GEO.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,ACC,619,GEO,,,,,,,,,,RH,16-080,,10-027,,134,F10BLT
043156088874,LOCK.F51A.FLA.619.GSN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,619,,,GSN.,GSN.,GSN.,,,,,,,16-086,,10-027,,134,F51BLDU
043156088881,LOCK.F51A.ACC.622.619.LH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,622,,619,,,,,,,,,LH,16-086,,10-027,,134,F51BLT
043156088898,LOCK.F51A.ACC.622.619.RH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,622,,619,,,,,,,,,RH,16-086,,10-027,,134,F51BLT
043156088904,LOCK.F51A.ACC.619.GSN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,619,,,GSN.,GSN.,GSN.,,,,,,,16-086,,10-027,,134,F51BLDU
043156088911,LOCK.F51A.ACC.622.GEO.609.LH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,622,GEO,609,,,,,,,,,LH,16-086,,10-027,,134,F51BLT
043156088928,LOCK.F51A.FLA.625.716.LH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,625,,716,,,,,,,,,LH,16-086,,10-027,,134,F51BL
043156088935,LOCK.F51A.PLY.619.622.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,,622,,,,,,,,,,16-086,,10-027,,134,F51BKS
043156089437,LOCK.F80.PLY.716.16-086.10-027.134.KA2.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,PLY,716,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
043156089390,LOCK.F51A.MER.619.716.CEN..LH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,716,CEN.,CEN.,CEN.,,,,,,LH,16-086,,10-027,,134,F51BLD
043156089406,LOCK.F51A.MER.619.716.CEN..RH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,716,CEN.,CEN.,CEN.,,,,,,RH,16-086,,10-027,,134,F51BLD
043156089413,LOCK.F40.FLA.609.625.CAM..LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,609,,625,CAM.,CAM.,CAM.,,,,,,LH,16-080,,10-027,,134,F40BLD
043156089420,LOCK.F51A.CF.ACC.716.16-204.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,716,,,,,,,,,,,,16-204,,10-063,,134,F51BLU
043156090501,LOCK.F10.ELA.626.16-080.10-025.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F10,,ELA,626,,,,,,,,,,,,16-080,,10-025,,134,F10BLT
FKL-SLLK*7452897,LOCK.F51A.GEO.619.AVA.RH.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,619,AVA,,,,,,,,,,RH,16-086,,10-027,,134,F51BKS
FKL-SLLK*7523012,LOCK.F80.CF.LAT.619.16-204.10-063.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,LAT,619,,,,,,,,,,,,16-204,,10-063,,134,F51BLU
FKL-SLLK*7523014,LOCK.F80.CF.LAT.619.16-204.10-025.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,LAT,619,,,,,,,,,,,,16-204,,10-025,,134,F51BLU
043156109807,LOCK.F51A.BWE.622.CEN..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,622,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BKRDT
043156109791,LOCK.F10.ELA.716.CEN..16-080.10-025.134,ACTIVE,FKL-SLLK,LOCK,F10,,ELA,716,,,CEN.,CEN.,CEN.,,,,,,,16-080,,10-025,,134,F10BLD
043156109456,LOCK.F10.CF.ELA.619.GRW..16-204.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,ELA,619,,,GRW.,GRW.,GRW.,,,,,,,16-204,,10-026,,134,F10BLDU
194555074576,LOCK.F10.CF.FLA.608.716.RH.16-203.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,FLA,608,,716,,,,,,,,,RH,16-203,,10-026,,134,F10BLU
194555074583,LOCK.F10.CF.FLA.608.716.LH.16-203.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,FLA,608,,716,,,,,,,,,LH,16-203,,10-026,,134,F10BLU
194555074958,LOCK.F10.GEO.605.FLA.LH.16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,GEO,605,FLA,,,,,,,,,,LH,16-200,,10-026,,134,F10BKS
194555074965,LOCK.F10.GEO.605.FLA.RH.16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,GEO,605,FLA,,,,,,,,,,RH,16-200,,10-026,,134,F10BKS
FKL-SLLK*8658123,LOCK.F51A.PLY.716.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,716,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
043156450589,LOCK.F10.BWE.626.GSN..16-210.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,BWE,626,,,GSN.,GSN.,GSN.,,,,,,,16-210,,10-026,,134,F10BKRDT
194555091900,LOCK.F10.ELA.716.16-126.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,ELA,716,,,,,,,,,,,,16-126,,10-026,,134,F10BL
194555097988,LOCK.F51A.CYB.622.CEN..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,CYB,622,,,CEN.,CEN.,CEN.,,,,,,,16-211,,10-063,,134,F51BLDT
FKL-SLLK*8768166,LOCK.F51A.LAT.622.CAM..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,622,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BLD
043156088973,LOCK.F51A.MER.716.AND..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,716,,,AND.,AND.,AND.,,,,,,,16-086,,10-027,,134,F51BL
043156088980,LOCK.F51A.MER.619.AND..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,,AND.,AND.,AND.,,,,,,,16-086,,10-027,,134,F51BL
043156088966,LOCK.F40.ACC.608.RH.16-200.10-025.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F40,,ACC,608,,,,,,,,,,,RH,16-200,,10-025,,134,F40BL
FKL-SLLK*7444779,LOCK.F51A.CF.MER.619.16-203.10-025.134.KD.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,,,,,,,,,,,16-203,,10-025,,134,F51BLU
FKL-SLLK*7444781,LOCK.F51A.CF.MER.619.RH.16-203.10-025.134.KD.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,,,,,,,,,,RH,16-203,,10-025,,134,F51BLU
FKL-SLLK*7451218,LOCK.F51A.BRW.622.16-086.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,622,,,,,,,,,,,,16-086,,10-027,,134,F51BLT
FKL-SLLK*7451222,LOCK.F51A.BRW.625.16-086.10-027.134.MK.DETAIL.C.48-180.1,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,625,,,,,,,,,,,,16-086,,10-027,,134,F51BLT
043156091133,LOCK.F51A.ORB.619.16-086.10-027.134.KA3.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,619,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
FKL-SLLK*7455592,LOCK.F51A.PLY.622.CAM..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,622,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BKSDU
FKL-SLLK*7526317,LOCK.F51A.PLY.605.16-211.10-063.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,605,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
043156105595,LOCK.F170.MNH.619.CAM..RH.134,ACTIVE,FKL-SLLK,LOCK,F170,,MNH,619,,,CAM.,CAM.,CAM.,,,,,,RH,,,,,134,F170BLD
043156105601,LOCK.F51A.ACC.626.GRW..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,626,,,GRW.,GRW.,GRW.,,,,,,,16-086,,10-027,,134,F51BLDU
043156110124,LOCK.F10.LAT.626.16-080.10-025.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F10,,LAT,626,,,,,,,,,,,,16-080,,10-025,,134,F10BLT
194555074590,LOCK.F80.ACC.716.619.RH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,ACC,716,,619,,,,,,,,,RH,16-086,,10-027,,134,F51BL
194555074606,LOCK.F40.JAZ.626.16-200.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,626,,,,,,,,,,,,16-200,,10-063,,134,F40BL
194555074972,LOCK.F80.ELA.626.GRW..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,ELA,626,,,GRW.,GRW.,GRW.,,,,,,,16-086,,10-027,,134,F51BLD
194555075405,LOCK.F10.CF.GEO.620.16-203.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,GEO,620,,,,,,,,,,,,16-203,,10-026,,134,F10BKSU
194555076013,LOCK.F10.SAC.619.CAM..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,SAC,619,,,CAM.,CAM.,CAM.,,,,,,RH,16-080,,10-027,,134,F10BLD
194555077720,LOCK.F40.GEO.609.622.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,GEO,609,,622,,,,,,,,,,16-080,,10-027,,134,F40BKS
194555076303,LOCK.F51A.ACC.605.AND..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,605,,,AND.,AND.,AND.,,,,,,,16-211,,10-063,,134,F51BLT
194555076310,LOCK.F51A.PLY.625.GRW..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,625,,,GRW.,GRW.,GRW.,,,,,,,16-211,,10-063,,134,F51BKSDT
194555076297,LOCK.F51A.BWE.608.CAM..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,608,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BKRD
194555079991,LOCK.F51A.NBK.619.ULD..16-086.10-025.134.KA-0BIT.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,619,,,ULD.,ULD.,ULD.,,,,,,,16-086,,10-025,,134,F51BLD
043156502677,LOCK.F51A.LAT.619.ULD..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,619,,,ULD.,ULD.,ULD.,,,,,,,16-086,,10-027,,134,F51BLD
FKL-SLLK*8658163,LOCK.F51A.LAT.619.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,619,,,,,,,,,,,,16-086,,10-027,,134,F51BL
194555089365,LOCK.F51A.ACC.626.609.RH.16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,626,,609,,,,,,,,,RH,16-211,,10-063,,134,F51BLT
FKL-SLLK*8658229,LOCK.F80.BRW.622.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,BRW,622,,,,,,,,,,,,16-086,,10-027,,134,F51BL
194555091924,LOCK.F10.CF.BRW.626.GRW..16-204.10-001.134,ACTIVE,FKL-SLLK,LOCK,F10,,BRW,626,,,GRW.,GRW.,GRW.,,,,,,,16-204,,10-001,,134,F10BLDU
043156531523,LOCK.F51A.BWE.618.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,618,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
FKL-SLLK*8768216,LOCK.F51A.PLY.619.ACC.RH.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,ACC,,,,,,,,,,RH,16-086,,10-027,,134,F51BKR
S00021969188,LOCK.F40.ELA.626.16-210.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,ELA,626,,,,,,,,,,,,16-210,,10-025,,134,F40BLT
S00021904035,LOCK.F40.ELA.626.16-210.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,ELA,626,,,,,,,,,,,,16-210,,10-026,,134,F40BLT
S00021731846,LOCK.F40.ELA.626.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ELA,626,,,,,,,,,,,,16-210,,10-027,,134,F40BLT
S00030035942,LOCK.F40.ELA.626.625.16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,ELA,626,,625,,,,,,,,,,16-210,,10-063,,134,F40BLT
043156376087,LOCK.F40.GEO.716.BRK..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,GEO,716,,,BRK.,BRK.,BRK.,,,,,,,16-210,,10-063,,134,F40BKRDT
043156420049,LOCK.F40.GEO.716.CAM..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,GEO,716,,,CAM.,CAM.,CAM.,,,,,,,16-210,,10-063,,134,F40BKRDT
043156545377,LOCK.F40.GEO.716.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,GEO,716,,,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F40BKRD
043156487080,LOCK.F40.GEO.716.FLA.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,GEO,716,FLA,,,,,,,,,,LH,16-080,,10-027,,134,F40BKR
043156487073,LOCK.F40.GEO.716.FLA.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,GEO,716,FLA,,,,,,,,,,RH,16-080,,10-027,,134,F40BKR
043156643509,LOCK.F40.GEO.716.GRW..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,GEO,716,,,GRW.,GRW.,GRW.,,,,,,,16-080,,10-027,,134,F40BKRD
S00030593749,LOCK.F40.JAZ.605.16-080.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,605,,,,,,,,,,,,16-080,,10-001,,134,F40BL
043156398515,LOCK.F40.JAZ.605.16-080.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,605,,,,,,,,,,,,16-080,,10-026,,134,F40BL
S00000446037,LOCK.F40.JAZ.605.16-200.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,605,,,,,,,,,,,,16-200,,10-025,,134,F40BL
S00021963094,LOCK.F40.JAZ.605.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,605,,,,,,,,,,,,16-210,,10-027,,134,F40BLT
S00030018921,LOCK.F40.JAZ.605.626.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,605,,626,,,,,,,,,,16-080,,10-027,,134,F40BL
043156555239,LOCK.F40.JAZ.605.ACC.613.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,605,ACC,613,,,,,,,,,RH,16-080,,10-027,,134,F40BL
043156514168,LOCK.F40.JAZ.605.MNH.625.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,605,MNH,625,,,,,,,,,LH,16-080,,10-027,,134,F40BL
043156919529,LOCK.F40.JAZ.609.16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,609,,,,,,,,,,,,16-200,,10-026,,134,F40BL
S00028220039,LOCK.F40.JAZ.609.16-210.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,609,,,,,,,,,,,,16-210,,10-001,,134,F40BLT
S00030242883,LOCK.F40.JAZ.609.16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,609,,,,,,,,,,,,16-210,,10-063,,134,F40BLT
