date,Production_Line,Wk_Planned_Gain_Hours,Wk_Planned_HC,Wk_Volume,Shift
12/7/2020,F10MTS-C20          ,56.28,8,2790,2
12/7/2020,F10MTS-C27          ,56.28,8,1144,2
12/7/2020,F170-C16            ,44.1,7,3150,2
12/7/2020,F40-C23             ,53.28,8,2295,2
12/7/2020,F40-C25             ,53.28,8,1500,2
12/7/2020,F40-C32             ,53.28,8,2295,2
12/7/2020,F51-C15             ,52.32,8,2114,2
12/7/2020,F51-C22             ,58.86,9,2114,2
12/7/2020,F51-C30             ,52.32,8,2114,2
12/7/2020,DECO-C24            ,74,10,2149,1
12/7/2020,DECO-C35            ,58.3,10,190,1
12/7/2020,F10-C19             ,65.66,8,3236,1
12/7/2020,F10MTS-C20          ,65.66,8,2654,1
12/7/2020,F10MTS-C27          ,65.66,8,3236,1
12/7/2020,F40-C23             ,62.16,8,2662,1
12/7/2020,F40-C25             ,62.16,8,1740,1
12/7/2020,F40-C26             ,62.16,8,2662,1
12/7/2020,F40-C26             ,53.28,8,1607,2
12/7/2020,F40-C32             ,62.16,8,2662,1
12/7/2020,F51-C15             ,60.6912,8,2453,1
12/7/2020,F51-C22             ,68.67,9,2453,1
12/7/2020,F51-C30             ,61.04,8,1840,1
12/7/2020,F170-C16            ,51.45,7,2088,1
12/7/2020,CONTROL-C2          ,0,0,0,1
12/7/2020,CONTROL-C2          ,56.5,8,613,2
12/7/2020,FL FUS X            ,0.3,1,3,1
12/7/2020,FL FUS X            ,0,0,0,2
12/7/2020,FL TRU              ,41.5,5,365,1
12/7/2020,FL TRU              ,0,0,0,2
12/7/2020,SL FUSION           ,90,10,2105,1
12/7/2020,SL FUSION           ,0,0,0,2
12/7/2020,SH2 LOCK            ,15.3,2,206,1
12/7/2020,SH2 LOCK            ,0,0,0,2
12/7/2020,ND LOCK             ,44.4,5,826,1
12/7/2020,ND LOCK             ,0,0,0,2
12/7/2020,FL MA LOCK          ,5.7,1,76,1
12/7/2020,FL MA LOCK          ,0,0,0,2
12/7/2020,L LOCK              ,28.9,4,439,1
12/7/2020,L LOCK              ,0,0,0,2
12/7/2020,FL FUS INC          ,30.3,4,509,1
12/7/2020,FL FUSION           ,9,1,287,1
12/7/2020,FL FUS INC          ,0,0,0,2
12/7/2020,FL FUSION           ,0,0,0,2
12/7/2020,AL LOCK             ,54.7,7,1253,1
12/7/2020,ALX Lock            ,70.6,9,1019,1
12/7/2020,AL LOCK             ,0,0,0,2
12/7/2020,ALX Lock            ,0,0,0,2
12/7/2020,A LOCK              ,0,0,0,1
12/7/2020,A LOCK              ,0,0,0,2
12/7/2020,DENALI-C36          ,0,0,0,1
12/7/2020,DENALI-C39          ,115.5,11,774,1
12/7/2020,NEXIA-C3            ,0,0,0,1
12/7/2020,TOUCH-C12           ,104.65,13,774,1
12/7/2020,TOUCH-C14           ,0,0,0,1
12/7/2020,CONNECTC31          ,0,0,0,2
12/7/2020,DENALI-C36          ,0,0,0,2
12/7/2020,DENALI-C39          ,90.8,11,668,2
12/7/2020,KPD-L-C7            ,62.775,9,675,2
12/7/2020,KPD-L-C8            ,62.775,9,675,2
12/7/2020,KPL-C4              ,74.25,11,743,2
12/7/2020,KPL-C6              ,74.25,11,743,2
12/7/2020,NEXIA-C3            ,75.075,11,713,2
12/7/2020,SENSE-C9            ,0,0,0,2
12/7/2020,TOUCH-C12           ,89.7,13,668,2
12/7/2020,TOUCH-C14           ,0,0,0,2
12/7/2020,ZIGBEE-C38          ,0,0,0,2
12/7/2020,CONNECTC31          ,102.9,12,835,1
12/7/2020,KPD-L-C7            ,73.2375,9,783,1
12/7/2020,KPD-L-C8            ,73.2375,9,464,1
12/7/2020,KPL-C4              ,86.625,11,861,1
12/7/2020,KPL-C6              ,86.625,11,861,1
12/7/2020,SENSE-C9            ,41.6,5,305,1
12/7/2020,ZIGBEE-C38          ,0,0,0,1
12/8/2020,BSLCK-C13           ,61.6275,9,1580,2
12/8/2020,BSLCK-C17           ,54.78,8,1580,2
12/8/2020,FB-C21              ,91.65,13,2063,2
12/8/2020,FB-C37              ,60.75,9,2063,2
12/8/2020,FCUST-C28           ,0,0,0,2
12/8/2020,FCUST-C29           ,20.5,3,518,2
12/8/2020,FG-C10              ,75.6,12,924,2
12/8/2020,FG-C18              ,0,0,0,2
12/8/2020,FG-C188             ,0,0,0,2
12/8/2020,FGRIP-C11           ,80.1,12,1038,2
12/8/2020,HIOC-C34            ,60.75,9,1012,2
12/8/2020,FB-C21              ,106.925,13,2419,1
12/8/2020,FB-C37              ,70.245,9,1653,1
12/8/2020,FG-C10              ,88.2,12,1262,1
12/8/2020,FG-C18              ,37.8,6,1218,1
12/8/2020,FG-C188             ,25.2,4,618,1
12/8/2020,FGRIP-C11           ,93.45,12,1262,1
12/8/2020,HIOC-C34            ,71.6625,9,957,1
12/8/2020,FCUST-C28           ,16.1,2,652,1
12/8/2020,FCUST-C29           ,23.9,3,600,1
12/8/2020,BSLCK-C13           ,71.89875,9,1871,1
12/8/2020,BSLCK-C17           ,58.8,8,1871,1
12/8/2020,NDE/LE LOC          ,15.4,2,123,1
12/8/2020,NDE/LE LOC          ,0,0,0,2
12/8/2020,ADCO-C1             ,100.1,14,300,1
12/8/2020,ADCO-C1             ,0,0,0,2
12/8/2020,COM-DEN-43          ,15.834,2,383,1
12/8/2020,COM-DEN-43          ,29.484,2,330,2
12/8/2020,DECO-C24            ,63.225,10,1853,2
12/8/2020,DECO-C35            ,63.225,10,1853,2
12/8/2020,F10-C19             ,56.28,8,2790,2
12/8/2020,F10MTS-C20          ,56.28,8,2790,2
12/8/2020,F10MTS-C27          ,56.28,8,1144,2
12/8/2020,F170-C16            ,44.1,7,3150,2
12/8/2020,F40-C23             ,53.28,8,2295,2
12/8/2020,F40-C25             ,53.28,8,1500,2
12/8/2020,F40-C32             ,53.28,8,2295,2
12/8/2020,F51-C15             ,52.32,8,2114,2
12/8/2020,F51-C22             ,58.86,9,2114,2
12/8/2020,F51-C30             ,52.32,8,2114,2
12/8/2020,DECO-C24            ,74,10,2149,1
12/8/2020,DECO-C35            ,58.3,10,190,1
12/8/2020,F10-C19             ,65.66,8,3236,1
12/8/2020,F10MTS-C20          ,65.66,8,2654,1
12/8/2020,F10MTS-C27          ,65.66,8,3236,1
12/8/2020,F40-C23             ,62.16,8,2662,1
12/8/2020,F40-C25             ,62.16,8,1740,1
12/8/2020,F40-C26             ,62.16,8,2662,1
12/8/2020,F40-C26             ,53.28,8,1607,2
12/8/2020,F40-C32             ,62.16,8,2662,1
12/8/2020,F51-C15             ,60.6912,8,2453,1
12/8/2020,F51-C22             ,68.67,9,2453,1
12/8/2020,F51-C30             ,61.04,8,1840,1
12/8/2020,F170-C16            ,51.45,7,2088,1
12/8/2020,CONTROL-C2          ,0,0,0,1
12/8/2020,CONTROL-C2          ,56.5,8,613,2
12/8/2020,FL FUS X            ,0.3,1,3,1
12/8/2020,FL FUS X            ,0,0,0,2
12/8/2020,FL TRU              ,41.5,5,365,1
12/8/2020,FL TRU              ,0,0,0,2
12/8/2020,SL FUSION           ,90,10,2105,1
12/8/2020,SL FUSION           ,0,0,0,2
12/8/2020,SH2 LOCK            ,15.3,2,206,1
12/8/2020,SH2 LOCK            ,0,0,0,2
12/8/2020,ND LOCK             ,44.4,5,826,1
12/8/2020,ND LOCK             ,0,0,0,2
12/8/2020,FL MA LOCK          ,5.7,1,76,1
12/8/2020,FL MA LOCK          ,0,0,0,2
12/8/2020,L LOCK              ,28.9,4,439,1
12/8/2020,L LOCK              ,0,0,0,2
12/8/2020,FL FUS INC          ,30.3,4,509,1
12/8/2020,FL FUSION           ,9,1,287,1
12/8/2020,FL FUS INC          ,0,0,0,2
12/8/2020,FL FUSION           ,0,0,0,2
12/8/2020,AL LOCK             ,54.7,7,1253,1
12/8/2020,ALX Lock            ,70.6,9,1019,1
12/8/2020,AL LOCK             ,0,0,0,2
12/8/2020,ALX Lock            ,0,0,0,2
12/8/2020,A LOCK              ,0,0,0,1
12/8/2020,A LOCK              ,0,0,0,2
12/8/2020,DENALI-C36          ,0,0,0,1
12/8/2020,DENALI-C39          ,115.5,11,774,1
12/8/2020,NEXIA-C3            ,0,0,0,1
12/8/2020,TOUCH-C12           ,104.65,13,774,1
12/8/2020,TOUCH-C14           ,0,0,0,1
12/8/2020,CONNECTC31          ,0,0,0,2
12/8/2020,DENALI-C36          ,0,0,0,2
12/8/2020,DENALI-C39          ,90.8,11,668,2
12/8/2020,KPD-L-C7            ,62.775,9,675,2
12/8/2020,KPD-L-C8            ,62.775,9,675,2
12/8/2020,KPL-C4              ,74.25,11,743,2
12/8/2020,KPL-C6              ,74.25,11,743,2
12/8/2020,NEXIA-C3            ,75.075,11,713,2
12/8/2020,SENSE-C9            ,0,0,0,2
12/8/2020,TOUCH-C12           ,89.7,13,668,2
12/8/2020,TOUCH-C14           ,0,0,0,2
12/8/2020,ZIGBEE-C38          ,0,0,0,2
12/8/2020,CONNECTC31          ,102.9,12,835,1
12/8/2020,KPD-L-C7            ,73.2375,9,783,1
12/8/2020,KPD-L-C8            ,73.2375,9,464,1
12/8/2020,KPL-C4              ,86.625,11,861,1
12/8/2020,KPL-C6              ,86.625,11,861,1
12/8/2020,SENSE-C9            ,41.6,5,305,1
12/8/2020,ZIGBEE-C38          ,0,0,0,1
12/9/2020,BSLCK-C13           ,61.6275,9,1580,2
12/9/2020,BSLCK-C17           ,54.78,8,1580,2
12/9/2020,FB-C21              ,91.65,13,2063,2
12/9/2020,FB-C37              ,60.75,9,2063,2
12/9/2020,FCUST-C28           ,0,0,0,2
12/9/2020,FCUST-C29           ,20.5,3,518,2
12/9/2020,FG-C10              ,75.6,12,924,2
12/9/2020,FG-C18              ,0,0,0,2
12/9/2020,FG-C188             ,0,0,0,2
12/9/2020,FGRIP-C11           ,80.1,12,1038,2
12/9/2020,HIOC-C34            ,60.75,9,1012,2
12/9/2020,FB-C21              ,106.925,13,2419,1
12/9/2020,FB-C37              ,70.245,9,1653,1
12/9/2020,FG-C10              ,88.2,12,1262,1
12/9/2020,FG-C18              ,37.8,6,1218,1
12/9/2020,FG-C188             ,25.2,4,618,1
12/9/2020,FGRIP-C11           ,93.45,12,1262,1
12/9/2020,HIOC-C34            ,71.6625,9,957,1
12/9/2020,FCUST-C28           ,16.1,2,652,1
12/9/2020,FCUST-C29           ,23.9,3,600,1
12/9/2020,BSLCK-C13           ,71.89875,9,1871,1
12/9/2020,BSLCK-C17           ,58.8,8,1871,1
12/9/2020,NDE/LE LOC          ,15.4,2,123,1
12/9/2020,NDE/LE LOC          ,0,0,0,2
12/9/2020,ADCO-C1             ,100.1,14,300,1
12/9/2020,ADCO-C1             ,0,0,0,2
12/9/2020,COM-DEN-43          ,15.834,2,383,1
12/9/2020,COM-DEN-43          ,29.484,2,330,2
12/9/2020,DECO-C24            ,63.225,10,1853,2
12/9/2020,DECO-C35            ,63.225,10,1853,2
12/9/2020,F10-C19             ,56.28,8,2790,2
12/9/2020,F10MTS-C20          ,56.28,8,2790,2
12/9/2020,F10MTS-C27          ,56.28,8,1144,2
12/9/2020,F170-C16            ,44.1,7,3150,2
12/9/2020,F40-C23             ,53.28,8,2295,2
12/9/2020,F40-C25             ,53.28,8,1500,2
12/9/2020,F40-C32             ,53.28,8,2295,2
12/9/2020,F51-C15             ,52.32,8,2114,2
12/9/2020,F51-C22             ,58.86,9,2114,2
12/9/2020,F51-C30             ,52.32,8,2114,2
12/9/2020,DECO-C24            ,74,10,2149,1
12/9/2020,DECO-C35            ,58.3,10,190,1
12/9/2020,F10-C19             ,65.66,8,3236,1
12/9/2020,F10MTS-C20          ,65.66,8,2654,1
12/9/2020,F10MTS-C27          ,65.66,8,3236,1
12/9/2020,F40-C23             ,62.16,8,2662,1
12/9/2020,F40-C25             ,62.16,8,1740,1
12/9/2020,F40-C26             ,62.16,8,2662,1
12/9/2020,F40-C26             ,53.28,8,1607,2
12/9/2020,F40-C32             ,62.16,8,2662,1
12/9/2020,F51-C15             ,60.6912,8,2453,1
12/9/2020,F51-C22             ,68.67,9,2453,1
12/9/2020,F51-C30             ,61.04,8,1840,1
12/9/2020,F170-C16            ,51.45,7,2088,1
12/9/2020,CONTROL-C2          ,0,0,0,1
12/9/2020,CONTROL-C2          ,56.5,8,613,2
12/9/2020,FL FUS X            ,0.3,1,3,1
12/9/2020,FL FUS X            ,0,0,0,2
12/9/2020,FL TRU              ,41.5,5,365,1
12/9/2020,FL TRU              ,0,0,0,2
12/9/2020,SL FUSION           ,90,10,2105,1
12/9/2020,SL FUSION           ,0,0,0,2
12/9/2020,SH2 LOCK            ,15.3,2,206,1
12/9/2020,SH2 LOCK            ,0,0,0,2
12/9/2020,ND LOCK             ,44.4,5,826,1
12/9/2020,ND LOCK             ,0,0,0,2
12/9/2020,FL MA LOCK          ,5.7,1,76,1
12/9/2020,FL MA LOCK          ,0,0,0,2
12/9/2020,L LOCK              ,28.9,4,439,1
12/9/2020,L LOCK              ,0,0,0,2
12/9/2020,FL FUS INC          ,30.3,4,509,1
12/9/2020,FL FUSION           ,9,1,287,1
12/9/2020,FL FUS INC          ,0,0,0,2
12/9/2020,FL FUSION           ,0,0,0,2
12/9/2020,AL LOCK             ,54.7,7,1253,1
12/9/2020,ALX Lock            ,70.6,9,1019,1
12/9/2020,AL LOCK             ,0,0,0,2
12/9/2020,ALX Lock            ,0,0,0,2
12/9/2020,A LOCK              ,0,0,0,1
12/9/2020,A LOCK              ,0,0,0,2
12/9/2020,DENALI-C36          ,0,0,0,1
12/9/2020,DENALI-C39          ,115.5,11,774,1
12/9/2020,NEXIA-C3            ,0,0,0,1
12/9/2020,TOUCH-C12           ,104.65,13,774,1
12/9/2020,TOUCH-C14           ,0,0,0,1
12/9/2020,CONNECTC31          ,0,0,0,2
12/9/2020,DENALI-C36          ,0,0,0,2
12/9/2020,DENALI-C39          ,90.8,11,668,2
12/9/2020,KPD-L-C7            ,62.775,9,675,2
12/9/2020,KPD-L-C8            ,62.775,9,675,2
12/9/2020,KPL-C4              ,74.25,11,743,2
12/9/2020,KPL-C6              ,74.25,11,743,2
12/9/2020,NEXIA-C3            ,75.075,11,713,2
12/9/2020,SENSE-C9            ,0,0,0,2
12/9/2020,TOUCH-C12           ,89.7,13,668,2
12/9/2020,TOUCH-C14           ,0,0,0,2
12/9/2020,ZIGBEE-C38          ,0,0,0,2
12/9/2020,CONNECTC31          ,102.9,12,835,1
12/9/2020,KPD-L-C7            ,73.2375,9,783,1
12/9/2020,KPD-L-C8            ,73.2375,9,464,1
12/9/2020,KPL-C4              ,86.625,11,861,1
12/9/2020,KPL-C6              ,86.625,11,861,1
12/9/2020,SENSE-C9            ,41.6,5,305,1
12/9/2020,ZIGBEE-C38          ,0,0,0,1
12/10/2020,BSLCK-C13           ,61.6275,9,1580,2
12/10/2020,BSLCK-C17           ,54.78,8,1580,2
12/10/2020,FB-C21              ,91.65,13,2063,2
12/10/2020,FB-C37              ,60.75,9,2063,2
12/10/2020,FCUST-C28           ,0,0,0,2
12/10/2020,FCUST-C29           ,20.5,3,518,2
12/10/2020,FG-C10              ,75.6,12,924,2
12/10/2020,FG-C18              ,0,0,0,2
12/10/2020,FG-C188             ,0,0,0,2
12/10/2020,FGRIP-C11           ,80.1,12,1038,2
12/10/2020,HIOC-C34            ,60.75,9,1012,2
12/10/2020,FB-C21              ,106.925,13,2419,1
12/10/2020,FB-C37              ,70.245,9,1653,1
12/10/2020,FG-C10              ,88.2,12,1262,1
12/10/2020,FG-C18              ,37.8,6,1218,1
12/10/2020,FG-C188             ,25.2,4,618,1
12/10/2020,FGRIP-C11           ,93.45,12,1262,1
12/10/2020,HIOC-C34            ,71.6625,9,957,1
12/10/2020,FCUST-C28           ,16.1,2,652,1
12/10/2020,FCUST-C29           ,23.9,3,600,1
12/10/2020,BSLCK-C13           ,71.89875,9,1871,1
12/10/2020,BSLCK-C17           ,58.8,8,1871,1
12/10/2020,NDE/LE LOC          ,15.4,2,123,1
12/10/2020,NDE/LE LOC          ,0,0,0,2
12/10/2020,ADCO-C1             ,100.1,14,300,1
12/10/2020,ADCO-C1             ,0,0,0,2
12/10/2020,COM-DEN-43          ,15.834,2,383,1
12/10/2020,COM-DEN-43          ,29.484,2,330,2
12/10/2020,DECO-C24            ,63.225,10,1853,2
12/10/2020,DECO-C35            ,63.225,10,1853,2
12/10/2020,F10-C19             ,56.28,8,2790,2
12/10/2020,F10MTS-C20          ,56.28,8,2790,2
12/10/2020,F10MTS-C27          ,56.28,8,1144,2
12/10/2020,F170-C16            ,44.1,7,3150,2
12/10/2020,F40-C23             ,53.28,8,2295,2
12/10/2020,F40-C25             ,53.28,8,1500,2
12/10/2020,F40-C32             ,53.28,8,2295,2
12/10/2020,F51-C15             ,52.32,8,2114,2
12/10/2020,F51-C22             ,58.86,9,2114,2
12/10/2020,F51-C30             ,52.32,8,2114,2
12/10/2020,DECO-C24            ,74,10,2149,1
12/10/2020,DECO-C35            ,58.3,10,190,1
12/10/2020,F10-C19             ,65.66,8,3236,1
12/10/2020,F10MTS-C20          ,65.66,8,2654,1
12/10/2020,F10MTS-C27          ,65.66,8,3236,1
12/10/2020,F40-C23             ,62.16,8,2662,1
12/10/2020,F40-C25             ,62.16,8,1740,1
12/10/2020,F40-C26             ,62.16,8,2662,1
12/10/2020,F40-C26             ,53.28,8,1607,2
12/10/2020,F40-C32             ,62.16,8,2662,1
12/10/2020,F51-C15             ,60.6912,8,2453,1
12/10/2020,F51-C22             ,68.67,9,2453,1
12/10/2020,F51-C30             ,61.04,8,1840,1
12/10/2020,F170-C16            ,51.45,7,2088,1
12/10/2020,CONTROL-C2          ,0,0,0,1
12/10/2020,CONTROL-C2          ,56.5,8,613,2
12/10/2020,FL FUS X            ,0.3,1,3,1
12/10/2020,FL FUS X            ,0,0,0,2
12/10/2020,FL TRU              ,41.5,5,365,1
12/10/2020,FL TRU              ,0,0,0,2
12/10/2020,SL FUSION           ,90,10,2105,1
12/10/2020,SL FUSION           ,0,0,0,2
12/10/2020,SH2 LOCK            ,15.3,2,206,1
12/10/2020,SH2 LOCK            ,0,0,0,2
12/10/2020,ND LOCK             ,44.4,5,826,1
12/10/2020,ND LOCK             ,0,0,0,2
12/10/2020,FL MA LOCK          ,5.7,1,76,1
12/10/2020,FL MA LOCK          ,0,0,0,2
12/10/2020,L LOCK              ,28.9,4,439,1
12/10/2020,L LOCK              ,0,0,0,2
12/10/2020,FL FUS INC          ,30.3,4,509,1
12/10/2020,FL FUSION           ,9,1,287,1
12/10/2020,FL FUS INC          ,0,0,0,2
12/10/2020,FL FUSION           ,0,0,0,2
12/10/2020,AL LOCK             ,54.7,7,1253,1
12/10/2020,ALX Lock            ,70.6,9,1019,1
12/10/2020,AL LOCK             ,0,0,0,2
12/10/2020,ALX Lock            ,0,0,0,2
12/10/2020,A LOCK              ,0,0,0,1
12/10/2020,A LOCK              ,0,0,0,2
12/10/2020,DENALI-C36          ,0,0,0,1
12/10/2020,DENALI-C39          ,115.5,11,774,1
12/10/2020,NEXIA-C3            ,0,0,0,1
12/10/2020,TOUCH-C12           ,104.65,13,774,1
12/10/2020,TOUCH-C14           ,0,0,0,1
12/10/2020,CONNECTC31          ,0,0,0,2
12/10/2020,DENALI-C36          ,0,0,0,2
12/10/2020,DENALI-C39          ,90.8,11,668,2
12/10/2020,KPD-L-C7            ,62.775,9,675,2
12/10/2020,KPD-L-C8            ,62.775,9,675,2
12/10/2020,KPL-C4              ,74.25,11,743,2
12/10/2020,KPL-C6              ,74.25,11,743,2
12/10/2020,NEXIA-C3            ,75.075,11,713,2
12/10/2020,SENSE-C9            ,0,0,0,2
12/10/2020,TOUCH-C12           ,89.7,13,668,2
12/10/2020,TOUCH-C14           ,0,0,0,2
12/10/2020,ZIGBEE-C38          ,0,0,0,2
12/10/2020,CONNECTC31          ,102.9,12,835,1
12/10/2020,KPD-L-C7            ,73.2375,9,783,1
12/10/2020,KPD-L-C8            ,73.2375,9,464,1
12/10/2020,KPL-C4              ,86.625,11,861,1
12/10/2020,KPL-C6              ,86.625,11,861,1
12/10/2020,SENSE-C9            ,41.6,5,305,1
12/10/2020,ZIGBEE-C38          ,0,0,0,1
12/11/2020,BSLCK-C13           ,61.6275,9,1580,2
12/11/2020,BSLCK-C17           ,54.78,8,1580,2
12/11/2020,FB-C21              ,91.65,13,2063,2
12/11/2020,FB-C37              ,60.75,9,2063,2
12/11/2020,FCUST-C28           ,0,0,0,2
12/11/2020,FCUST-C29           ,20.5,3,518,2
12/11/2020,FG-C10              ,75.6,12,924,2
12/11/2020,FG-C18              ,0,0,0,2
12/11/2020,FG-C188             ,0,0,0,2
12/11/2020,FGRIP-C11           ,80.1,12,1038,2
12/11/2020,HIOC-C34            ,60.75,9,1012,2
12/11/2020,FB-C21              ,106.925,13,2419,1
12/11/2020,FB-C37              ,70.245,9,1653,1
12/11/2020,FG-C10              ,88.2,12,1262,1
12/11/2020,FG-C18              ,37.8,6,1218,1
12/11/2020,FG-C188             ,25.2,4,618,1
12/11/2020,FGRIP-C11           ,93.45,12,1262,1
12/11/2020,HIOC-C34            ,71.6625,9,957,1
12/11/2020,FCUST-C28           ,16.1,2,652,1
12/11/2020,FCUST-C29           ,23.9,3,600,1
12/11/2020,BSLCK-C13           ,71.89875,9,1871,1
12/11/2020,BSLCK-C17           ,58.8,8,1871,1
12/11/2020,NDE/LE LOC          ,15.4,2,123,1
12/11/2020,NDE/LE LOC          ,0,0,0,2
12/11/2020,ADCO-C1             ,100.1,14,300,1
12/11/2020,ADCO-C1             ,0,0,0,2
12/11/2020,COM-DEN-43          ,15.834,2,383,1
12/11/2020,COM-DEN-43          ,29.484,2,330,2
12/11/2020,DECO-C24            ,63.225,10,1853,2
12/11/2020,DECO-C35            ,63.225,10,1853,2
12/11/2020,F10-C19             ,56.28,8,2790,2
12/11/2020,F10MTS-C20          ,56.28,8,2790,2
12/11/2020,F10MTS-C27          ,56.28,8,1144,2
12/11/2020,F170-C16            ,44.1,7,3150,2
12/11/2020,F40-C23             ,53.28,8,2295,2
12/11/2020,F40-C25             ,53.28,8,1500,2
12/11/2020,F40-C32             ,53.28,8,2295,2
12/11/2020,F51-C15             ,52.32,8,2114,2
12/11/2020,F51-C22             ,58.86,9,2114,2
12/11/2020,F51-C30             ,52.32,8,2114,2
12/11/2020,DECO-C24            ,74,10,2149,1
12/11/2020,DECO-C35            ,58.3,10,190,1
12/11/2020,F10-C19             ,65.66,8,3236,1
12/11/2020,F10MTS-C20          ,65.66,8,2654,1
12/11/2020,F10MTS-C27          ,65.66,8,3236,1
12/11/2020,F40-C23             ,62.16,8,2662,1
12/11/2020,F40-C25             ,62.16,8,1740,1
12/11/2020,F40-C26             ,62.16,8,2662,1
12/11/2020,F40-C26             ,53.28,8,1607,2
12/11/2020,F40-C32             ,62.16,8,2662,1
12/11/2020,F51-C15             ,60.6912,8,2453,1
12/11/2020,F51-C22             ,68.67,9,2453,1
12/11/2020,F51-C30             ,61.04,8,1840,1
12/11/2020,F170-C16            ,51.45,7,2088,1
12/11/2020,CONTROL-C2          ,0,0,0,1
12/11/2020,CONTROL-C2          ,56.5,8,613,2
12/11/2020,FL FUS X            ,0.3,1,3,1
12/11/2020,FL FUS X            ,0,0,0,2
12/11/2020,FL TRU              ,41.5,5,365,1
12/11/2020,FL TRU              ,0,0,0,2
12/11/2020,SL FUSION           ,90,10,2105,1
12/11/2020,SL FUSION           ,0,0,0,2
12/11/2020,SH2 LOCK            ,15.3,2,206,1
12/11/2020,SH2 LOCK            ,0,0,0,2
12/11/2020,ND LOCK             ,44.4,5,826,1
12/11/2020,ND LOCK             ,0,0,0,2
12/11/2020,FL MA LOCK          ,5.7,1,76,1
12/11/2020,FL MA LOCK          ,0,0,0,2
12/11/2020,L LOCK              ,28.9,4,439,1
12/11/2020,L LOCK              ,0,0,0,2
12/11/2020,FL FUS INC          ,30.3,4,509,1
12/11/2020,FL FUSION           ,9,1,287,1
12/11/2020,FL FUS INC          ,0,0,0,2
12/11/2020,FL FUSION           ,0,0,0,2
12/11/2020,AL LOCK             ,54.7,7,1253,1
12/11/2020,ALX Lock            ,70.6,9,1019,1
12/11/2020,AL LOCK             ,0,0,0,2
12/11/2020,ALX Lock            ,0,0,0,2
12/11/2020,A LOCK              ,0,0,0,1
12/11/2020,A LOCK              ,0,0,0,2
12/11/2020,DENALI-C36          ,0,0,0,1
12/11/2020,DENALI-C39          ,115.5,11,774,1
12/11/2020,NEXIA-C3            ,0,0,0,1
12/11/2020,TOUCH-C12           ,104.65,13,774,1
12/11/2020,TOUCH-C14           ,0,0,0,1
12/11/2020,CONNECTC31          ,0,0,0,2
12/11/2020,DENALI-C36          ,0,0,0,2
12/11/2020,DENALI-C39          ,90.8,11,668,2
12/11/2020,KPD-L-C7            ,62.775,9,675,2
12/11/2020,KPD-L-C8            ,62.775,9,675,2
12/11/2020,KPL-C4              ,74.25,11,743,2
12/11/2020,KPL-C6              ,74.25,11,743,2
12/11/2020,NEXIA-C3            ,75.075,11,713,2
12/11/2020,SENSE-C9            ,0,0,0,2
12/11/2020,TOUCH-C12           ,89.7,13,668,2
12/11/2020,TOUCH-C14           ,0,0,0,2
12/11/2020,ZIGBEE-C38          ,0,0,0,2
12/11/2020,CONNECTC31          ,102.9,12,835,1
12/11/2020,KPD-L-C7            ,73.2375,9,783,1
12/11/2020,KPD-L-C8            ,73.2375,9,464,1
12/11/2020,KPL-C4              ,86.625,11,861,1
12/11/2020,KPL-C6              ,86.625,11,861,1
12/11/2020,SENSE-C9            ,41.6,5,305,1
12/11/2020,ZIGBEE-C38          ,0,0,0,1
12/14/2020,BSLCK-C13           ,61.6275,9,1580,2
12/14/2020,BSLCK-C17           ,54.78,8,1580,2
12/14/2020,FB-C21              ,91.65,13,2063,2
12/14/2020,FB-C37              ,0,0,0,2
12/14/2020,FCUST-C28           ,0,0,0,2
12/14/2020,FCUST-C29           ,34.1,5,743,2
12/14/2020,FG-C10              ,75.6,12,924,2
12/14/2020,FG-C18              ,0,0,0,2
12/14/2020,FG-C188             ,0,0,0,2
12/14/2020,FGRIP-C11           ,80.1,12,1038,2
12/14/2020,HIOC-C34            ,60.75,9,1013,2
12/14/2020,FB-C21              ,106.925,13,2419,1
12/14/2020,FB-C37              ,70.245,9,1653,1
12/14/2020,FG-C10              ,88.2,12,1262,1
12/14/2020,FG-C18              ,37.8,6,1218,1
12/14/2020,FG-C188             ,25.2,4,618,1
12/14/2020,FGRIP-C11           ,93.45,12,1262,1
12/14/2020,HIOC-C34            ,71.6625,9,957,1
12/14/2020,FCUST-C28           ,16.1,2,653,1
12/14/2020,FCUST-C29           ,39.8,5,861,1
12/14/2020,BSLCK-C13           ,71.89875,9,1871,1
12/14/2020,BSLCK-C17           ,58.8,8,1871,1
12/14/2020,NDE/LE LOC          ,22.4,3,195,1
12/14/2020,NDE/LE LOC          ,0,0,0,2
12/14/2020,ADCO-C1             ,110.1,14,306,1
12/14/2020,ADCO-C1             ,0,0,0,2
12/14/2020,COM-DEN-43          ,15.834,2,383,1
12/14/2020,COM-DEN-43          ,29.484,2,330,2
12/14/2020,DECO-C24            ,63.225,10,1853,2
12/14/2020,DECO-C35            ,63.225,10,1853,2
12/14/2020,F10-C19             ,56.28,8,2790,2
12/14/2020,F10MTS-C20          ,56.28,8,2790,2
12/14/2020,F10MTS-C27          ,56.28,8,1144,2
12/14/2020,F170-C16            ,44.1,7,3150,2
12/14/2020,F40-C23             ,53.28,8,2295,2
12/14/2020,F40-C25             ,53.28,8,1500,2
12/14/2020,F40-C32             ,53.28,8,2295,2
12/14/2020,F51-C15             ,52.32,8,2114,2
12/14/2020,F51-C22             ,58.86,9,2114,2
12/14/2020,F51-C30             ,52.32,8,2114,2
